ARTICOLO,DES_ART,DES_ART2,UMIS,IVA,CLASSE_EQ,SOTTOCLASSE,GRUPPO_MERC,CLASSE_PROV,CLASSE_SCONTO,MODELLO_ART,GRUPPO_ART1,GRUPPO_ART2,GRUPPO_ART3,GRUPPO_ART4,GRUPPO_ART5,GRUPPO_ART6,GRUPPO_ART7,GRUPPO_ART8,GRUPPO_ART9,GRUPPO_ART10,GRUPPO_ART11,GRUPPO_ART12,ARTICOLO_CLI,FORNITORI_1,FORNITORI_2,FORNITORI_3,ART_FORNITORI_1,ART_FORNITORI_2,ART_FORNITORI_3,PREZZI_FOR_1,PREZZI_FOR_2,PREZZI_FOR_3,VALUTE_FOR_1,VALUTE_FOR_2,VALUTE_FOR_3,PREZZI_FOR_VAL_1,PREZZI_FOR_VAL_2,PREZZI_FOR_VAL_3,DATA_PREZZI_FOR_1,DATA_PREZZI_FOR_2,DATA_PREZZI_FOR_3,ULTIMO_COSTO,ULTIMO_ACQ,ULTIMO_PREZZO,ULTIMA_VEND,UMIS_VEND,CONV_UM,UMIS_ACQ,CONV_UM_ACQ,COLLOCAZIONE,PEZZI_CONF,PEZZI_SUBC,DIMS_1,DIMS_2,DIMS_3,DIMS_EXTRA_1,DIMS_EXTRA_2,DIMS_EXTRA_3,PESO,PESO_LORDO_ART,TARA_ART,CAPACITA_ART,SCORTA_MINIMA,SCORTA_LIMITE,TEMPO_RIORDINO,LOTTO_RIORDINO,TIPO_LOTTO_RIORD,INTERVALLO_RIORD,G_MESE_RIORD,G_WEEK_RIORD,PIANIFICATORE,MATERIALE_ART,CODICE_VINO,TIPO_ACCISA,COSTO_PRODUZIONE,QT_LOGISTICA,GIORNI_VAL,MESI_SCAD_REV_IMP,MESI_SCAD_COLL_IMP,DES_CONFEZIONE_STD,NUM_CONF_BANCALE,ALTEZZA_CONF_STD,NUM_CONF_STRATO,MAG_LOGISTICA_STD,FILA_STD,PIANO_STD,BOX_STD,TIPO_IMBALLO_STD,ANNO_LIFO,NAZIONE_PROD,BAR_CODE_EAN13,MOV_MAG,ORDINABILE,PRODUCIBILE,CONSEGNABILE_CLI,ARTICOLO_AP,PRODOTTO_IE,ART_FANTASMA,ART_OPZIONE,SCONTABILE,APPL_PROV,CONTROLLO_QUAL,CONTROLLO_LOTTO,SER_NUM_LOTTI_ON,RICALCOLO_LOTTO,RICALCOLO_SCORTA,RICALCOLO_T_RIORD,INTRASTAT_ON,MAG_LOGISTICA_ON,MRP_IGNORA_MAG,ART_CONSUMO_DB,ART_NO_PREL_RPRO,ARTICOLO_KIT,ART_PEZZE,ART_COLORATO,DATA_INS,OP_AN_ART,ROWID
1 E612860,PARTICOLARE BF03.039/2 st.01,<2161>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,,BF03.039/2,,,,,,,0,0,0,,,,0,0,0,,,,0,20010530,0.358,20010605,,0,,0,01,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,,,,2161,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20010530,,AAiSBdAAFAABydbAAF
1 E612870,PARTICOLARE BF03.039/3 st.01,<2161>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BF03.039/3,,,,,,,0,0,0,,,,0,0,0,,,,0,20010530,0.289,20010605,,0,,0,01,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,,,,2161,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20010530,,AAiSBdAAFAABydbAAG
1 E612880,PARTICOLARE BF03.039/1 st.01,<2162>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BF03.039/1,,,,,,,0,0,0,,,,0,0,0,,,,0,20010530,0.351,20010605,,0,,0,01,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,,,,2162,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20010530,,AAiSBdAAFAABydbAAI
1 E613310,BLOCCO FERMA VITE REGOL.SER.BC,FORO APERTO  st.01 <2234>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BC03046/3,,,,,,,0,0,0,,,,0,0,0,,,,0.07,20050531,0,,,0,,0,01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,2234,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020909,,AAiSBdAAFAABy4CAAH
1 E613320,BLOCCO FERMA VITE C/FORO CHIUS,O st.01 <223401>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BC03046/4,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.056,20030903,,0,,0,01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,223401,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021010,,AAiSBdAAFAAByd7AAC
1 E613370,CASSETTO BFC03040,st.01 <2237>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BFC03040,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,01,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,,,,2237,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021010,,AAiSBdAAFAABydkAAL
1 E613380,PERNO DI REGOLAZIONE BFC03043/,2 st.01 <2237>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,BFC03043/2,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,01,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,,,2237,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020910,,AAiSBdAAFAABydkAAE
1 E613431,"COFANO FUSIONE ø 120 ""MAX"" ROS",SO st.01 <2243>,PZ,22,08004321,,1 21,,,,,,,,,,,,,,BIBI,CHPL,,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,01,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,,,,2243,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20021023,,AAiSBdAAFAAAXQ2AAF
1 E613510,MANIGLIA OBLO' BIANCO,st.01 <2257>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699904,,,,,,,0,0,0,,,,0,0,0,,,,0.032,20021031,0.065,20180502,,0,,0,01,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,2257,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAAAXQPAAC
1 E613520,BASE MANIGLIA OBLO' BIANCO,st.01 <2257>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699903,,,,,,,0,0,0,,,,0,0,0,,,,0.125,20021031,0.086,20180502,,0,,0,01,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,,,,2257,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAABu4CAAP
1 E613530,PERNO DI BLOCCAGGIO MANIGLIA O,BLO' BIANCO st.01 <2257>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699902,,,,,,,0,0,0,,,,0,0,0,,,,0.007,20021031,0.062,20180502,,0,,0,01,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,,,,2257,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAABy2iAAR
1 E613540,TAPPO COPERTURA VITE SENZA FIN,E OBLO' BIANCO st.01 <2257>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699901,,,,,,,0,0,0,,,,0,0,0,,,,0.002,20021031,0.061,20180502,,0,,0,01,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,,,,2257,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAABy2iAAQ
1 E613550,SICURA MANIGLIA OBLO' BIANCO,st.01 <2258>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,09FA001,,,,,,,0,0,0,,,,0,0,0,,,,0.036,20021030,0.059,20180201,,0,,0,01,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,,,,2258,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAAAXOHAAS
1 E613560,COPRI CERNIERA OBLO' BIANCO,st.01 <2259>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,090B00102,,,,,,,0,0,0,,,,0,0,0,,,,0.045,20021031,0.069,20180502,,0,,0,01,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,,,,2259,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAAAXOHAAT
1 E613570,"CORNICE A ""L"" OBLO' BIANCO",st.01 <2260>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,09CO031,,,,,,,0,0,0,,,,0,0,0,,,,0.36,20021031,0.69,20180502,,0,,0,01,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,,,,2260,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAABw4zAAB
1 E613580,TELAIO PER ZANZARIERA OBLO' BI,ANCO st.01 <2261>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699802,,,,,,,0,0,0,,,,0,0,0,,,,0.343,20021031,0.257,20180502,,0,,0,01,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,,,,2261,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAAAXTKAAK
1 E613590,ANELLO PER ZANZARIERA OBLO' BI,ANCO st.01 <2261>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699801,,,,,,,0,0,0,,,,0,0,0,,,,0.007,20021031,0.257,20180502,,0,,0,01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,2261,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAABx55AAH
1 E613620,TELAIO PRINCIPALE  OBLO' BIANC,O st.01 <2264>,PZ,22,08003464,,1 21,,,,,,,,,,,,,,BIBI,CHPL,7120699601,,,,,,,0,0,0,,,,0,0,0,,,,1.4,20021031,2.252,20180502,,0,,0,01,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,,,,2264,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20021029,M,AAiSBdAAFAAAXOHAAU
1 E620060,COPERCHIO BIANCO st.01,<1652>,PZ,22,2662,,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0,20000328,0,,,0,,0,01,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,,,,1652,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,19990420,,AAiSBdAAFAABy40AAT
1 E620061,AGGANCIO BIANCO st.01,<1652>,PZ,22,2662,,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0,20000328,0,,,0,,0,01,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,,1652,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,19990420,,AAiSBdAAFAABy4SAAI
1 E620070,VASCHETTA DEUMIDIFICATORE BIAN,CA st.01  <1651>,PZ,22,2662,,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0,19990420,0,,,0,,0,01,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,,,,1651,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,19990420,,AAiSBdAAFAAAXOyAAS
1 E661280,MANIGLIA INT.96 AVORIO <2619>,,PZ,22,4684,000261901-1,1 21,,,,,,,,,,,,,,BIBI,,rif. 9500/B.038,,,,,,,0,0,0,,,,0,0,0,,,,0,20060531,0,20060531,,0,,0,,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,,,000261901,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060531,,AAiSBdAAFAABxOCAAM
1 E661281,MANIGLIA INT.96 NOCE <2619>,,PZ,22,4684,000261900-1,1 21,,,,,,,,,,,,,,BIBI,,rif. 9500/B.040,,,,,,,0,0,0,,,,0,0,0,,,,0,20060531,0,20060531,,0,,0,,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,,,000261900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060531,,AAiSBdAAFAABy4qAAT
1 E662650,MANIGLIA INT. 128 NOCE CHIARO,<2619>,PZ,22,4684,000261900,1 21,,,,,,,,,,,,,,,CHPL,rif. 9500/A.040,,,,,,,0,0,0,,,,0,0,0,,,,0,20060531,0,20060531,,0,,0,,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,,,000261900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060531,,AAiSBdAAFAABydVAAU
1 E662651,MANIGLIA INT. 128 AVORIO <2619,>,PZ,22,4684,000261901,1 21,,,,,,,,,,,,,,BIBI,,rif. 9500/A.038,,,,,,,0,0,0,,,,0,0,0,,,,0,20060531,0,20060531,,0,,0,,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,,,000261901,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060531,,AAiSBdAAFAABy4DAAL
1 E662850,CALOTTA x GETTO ROTANTE <2584>,,PZ,22,4690,000258400,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0.295,20060512,0.405,20060512,,0,,0,,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,,,,000258400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060512,,AAiSBdAAFAAB0DcAAR
1 E662980,PROLUNGA N. 1 (104/49) NERA (S,PEC.58ST) <2639>,PZ,22,4411,,1 21,,,,,,,,,,,,,,BIBI,CHPL,76629040B,,,,,,,0,0,0,,,,0,0,0,,,,0.186,20060701,0.263,20120508,PZ,1,PZ,1,,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,,,,000263900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20130326,,AAiSBdAAFAAAXSjAAV
1 E662990,PROLUNGA N.2 (104/50) RASCHIAT,UBO 315 (SPEC.58ST) <2639>,PZ,22,4411,,1 21,,,,,,,,,,,,,,BIBI,CHPL,76629050B,,,,,,,0,0,0,,,,0,0,0,,,,0.217,20060701,0.313,20120713,PZ,1,PZ,1,,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,,,,000263900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20130326,,AAiSBdAAFAAAXSnAAA
1 E663000,PROLUNGA N. 3 (104/51) RASCHIA,TUBO 315 (SPEC.58ST) <2639>,PZ,22,4411,,1 21,,,,,,,,,,,,,,BIBI,CHPL,76629060B,,,,,,,0,0,0,,,,0,0,0,,,,0.245,20060701,0.358,20120713,PZ,1,PZ,1,,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,,,,000263900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20130326,,AAiSBdAAFAAAXSnAAB
1 E663010,PROLUNGA N. 4 (104/52) RASCHIA,TUBO 315 (SPEC.58ST) <2639>,PZ,22,4411,,1 21,,,,,,,,,,,,,,BIBI,CHPL,76629070B,,,,,,,0,0,0,,,,0,0,0,,,,0.278,20060701,0.414,20120713,PZ,1,PZ,1,,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,,,,000263900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20130326,,AAiSBdAAFAAAXSnAAC
1 E664710,FONDELLO x GETTO ROTANTE <2584,>,PZ,22,4690,0002584001,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0.154,20060512,0.211,20060512,,0,,0,,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,,,,000258400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060512,,AAiSBdAAFAAB0GZAAD
1 E664900,TAPPO ESPOSITORE <2605>,,PZ,22,4556,000260500,1 21,,,,,,,,,,,,,,,CHPL,,,,,,,,0,0,0,,,,0,0,0,,,,0.021,20060526,0.028,20060526,,0,,0,01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,000260500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,N,S,S,S,N,N,N,N,N,N,20060526,,AAiSBdAAFAABuQNAAU
1 E664960,MANIGLIA PICCOLA INT. 64 AVORI,O <2619>,PZ,22,4684,000261901-2,1 21,,,,,,,,,,,,,,BIBI,,rif. 9500/C.038,,,,,,,0,0,0,,,,0,0,0,,,,0,20060601,0,20060601,,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,000261901,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060601,,AAiSBdAAFAABydBAAP
1 E664961,MANIGLIA PICCOLA INT. 64 NOCE,<2619>,PZ,22,4684,000261900-2,1 21,,,,,,,,,,,,,,,CHPL,rif. 9500/C.040,,,,,,,0,0,0,,,,0,0,0,,,,0,20060601,0,20060601,,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,000261900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060601,,AAiSBdAAFAABuQhAAC
1 E665130,CHAMPAGNERA FONTUS in PC<2638>,,PZ,22,4675,2638,1 40,,,,4G,stam,,,,,,,,,,CH4G,,,,,,,,0,0,0,,,,0,0,0,,,,3.143,20070214,4.174,20070214,,0,,0,01,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,,,,000263800,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070223,,AAiSBdAAFAAAXQiAAC
1 E665132,FONTUS NERA,PC <263802>,PZ,22,4675,,1 40,,,,4G,stam,,,,,,,,,,CH4G,,,,,,,,0,0,0,,,,0,0,0,,,,2.703,20090407,3.601,20090407,,0,,0,01,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,,,,263800,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20090407,,AAiSBdAAFAAAXSpAAM
1 E665140,PIANTONE AL  <2692>,,PZ,22,1705,,1 21,,,,,,,,,,,,,,BIBI,,6801,,,,,,,0,0,0,,,,0,0,0,,,,1.456,20070525,0,,,0,,0,,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,,,,000269200,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20060705,,AAiSBdAAFAAAXQOAAS
1 E665141,PIANTONE AF55-AL450 - rif. 680,2 - <2692>,PZ,22,1705,,1 21,,,,,,,,,,,,,,BIBI,,6802,,,,,,,0,0,0,,,,0,0,0,,,,1.495,20070525,0,,,0,,0,,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,,,,000269201,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20110202,,AAiSBdAAFAAAXQ0AAE
1 E665143,PIANTONE PER GIRANTE INOX,<2692>,PZ,22,1705,,1 21,,,,,,,,,,,,,,BIBI,,8621,,,,,,,0,0,0,,,,0,0,0,,,,1.456,20070525,0,,,0,,0,,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,,,,000269200,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20130610,,AAiSBdAAFAAAXOCAAQ
1 E670270,TELAIO INTERMEDIO LATO FINECOR,SA S/GUARNIZIONE <2712>,PZ,22,4303,000271200,1 21,,,,,CAME,,,,,,,,,BIBI,,rif. S942,,,,,,,0,0,0,,,,0,0,0,,,,0.436,20071221,0.609,20061103,,0,,0,,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2000,0,,,,000271200,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20061103,,AAiSBdAAFAABy4zAAK
1 E670272,TELAIO INTERMEDIO S942  ROSSO,MOTOSTAR,PZ,22,4303,,1 21,,,,,CAME,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170215,,AAiSBdAAFAAAXTLAAU
1 E670310,PIANTONE  AL 55 <2717>,,PZ,22,1705,,1 21,,,,,,,,,,,,,,BIBI,,4341,,,,,,,0,0,0,,,,0,0,0,,,,2.699,20061212,4,20100720,,0,,0,,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,,,,000271700,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20110202,,AAiSBdAAFAABy4aAAD
1 E670340,ATTACCO SUPERIORE DX x FRONTAL,E <2715>,PZ,22,2633,000271500,1 21,,,,,,,,,,,,,,BIBI,,,,,,,,,0,0,0,,,,0,0,0,,,,0.247,20061104,0.345,20061106,,0,,0,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,000271500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070131,,AAiSBdAAFAAAXSRAAA
1 E670710,FUNGO x CAMPANE <2721>,,PZ,22,,000272100,1 21,,,,,,,,,,,,,,BIBI,CHPL,,,,,,,,0,0,0,,,,0,0,0,,,,0.022,20061221,0.295,20071016,,0,,0,,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,,,,000272100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20061221,,AAiSBdAAFAAByTEAAM
1 E670721,FONDO x CHAMPAGNERA NERO FONTU,S <272201>,PZ,22,4675,2722,1 40,,,,4G,stam,,,,,,,,,,CH4G,,,,,,,,0,0,0,,,,0,0,0,,,,0.277,20061221,0.379,20061221,,0,,0,01,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,000272201,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070223,,AAiSBdAAFAAAXQiAAB
1 E670724,FONDO CHAMPAGNERA CROMATO,SENZA SCRITTA <2722>,PZ,22,4675,,1 40,,,,4G,stam,,,,,,,,,err,CH4G,,,,,,,,0,0,0,,,,0,0,0,,,,0.785,20061221,0,20061221,,0,,0,01,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,272200,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20150122,,AAiSBdAAFAAAXTyAAO
1 E670730,"MORSETTO ANTERIORE ""piccolo"" <",2725>,PZ,22,09010698,000272500,1 21,,,,,,,,,,,,,,BIBI,CHPL,,,,,,,,0,0,0,,,,0,0,0,,,,0.259,20061222,0,20061222,,0,,0,,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,,,000272500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20061222,,AAiSBdAAFAABy4sAAE
1 E670731,"MORSETTO ANTERIORE ""grande"" <",2725>,PZ,22,09010698,000272501,1 21,,,,,,,,,,,,,,BIBI,CHPL,,,,,,,,0,0,0,,,,0,0,0,,,,0.263,20061222,0,20061222,,0,,0,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,000272501,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20061222,,AAiSBdAAFAAAZmGAAJ
