"CODICE RDS";"DESCRIZIONE";;"N.ORDINE RDS";"ANNO ";"RIGA ORDINE";"CODICE CLIENTE ";"CLIENTE";"UM";"Q.TA'ORDINATA";"Q.TA RESIDUA";"DATA CONSEGNA";"VALORE";"DEPOSITO";"CODICE CLIENTE";"N.ORD.CLIENTE";"CONSEGNA RICHIESTA";
"OF/2018F/125";"STAMPO 612501157";" ";"T0000030";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;23000;1;" ";7175809;" ";" "
"OF/2018F/126";"STAMPO 614250084";" ";"T0000033";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;15700;1;" ";7176035;" ";" "
"OF/2018F/127";"STAMPO CODICE 614302119";" ";"T0000031";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;14500;1;" ";7176012;" ";" "
"OF/2018F/147";"STAMPO BASE + COPERTURA";"FOTOCELLULA";"T0000038";2018;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";1;1;31/07/2018;24500;1;" ";"S80151";" ";" "
"OF/2018F/151";"STAMPO COPERCHIO ALLUMINIO";"COD. 13206";"T0000036";2018;1;8005071;"EWO srl";"PZ";1;1;29/06/2018;9500;1;" ";"18ITPO01042";" ";" "
"OF/2018F/154";"STAMPO COD.0PPLU0145A";" ";"T0000039";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;16/07/2018;14550;1;" ";"R30104";" ";" "
"OF/2018F/155";"STAMPO COD. 0PPLU0148A";" ";"T0000041";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;02/07/2018;15000;1;" ";"R30102";" ";" "
"OF/2018F/156";"STAMPO COD. 0PPLU0149A";" ";"T0000040";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;13/07/2018;15000;1;" ";"R30103";" ";" "
"OF/2018F/81";"STAMPO 0PPLU0143A";" ";"T0000018";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;18990;1;" ";"H30044";" ";" "
"OF/2018F/83";"STAMPO 0PPLU0136A";" ";"T0000021";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;10610;1;" ";"R30038";" ";" "
"OF/2018F/84";"STAMPO  0PPLU0138A +0PPLU0147A";" ";"T0000017";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;12500;1;" ";"R30045";" ";" "
"OF/2018F/85";"STAMPO 0PPLU0139A+";"OPPLU0146A";"T0000022";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;11040;1;" ";"R30037";" ";" "
"OF/2018F/86";"STAMPO 0PPLU0140A";" ";"T0000016";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;10/06/2018;4500;1;" ";"R30041";31/05/2018;" "
"OF/2018F/87";"STAMPO 0PPLU0141A";" ";"T0000020";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;12190;1;" ";"R30042";" ";" "
"OF/2018F/88";"STAMPO 0PPLU0142A";" ";"T0000019";2018;1;8005027;"RPS S.P.A.";"PZ";1;1;31/05/2018;19710;1;" ";"R30043";" ";" "
"OF/STAMPI/AL";"ATTREZZATURA PER LAVORAZIONI";"DI RIPRESA";"T0000071";2017;2;8005033;"FACET SRL";"PZ";1;1;30/03/2018;6000;1;" ";17007731;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE 1 GRUPPO TRANCIANT";"E PER COD. 271";"T0000046";2018;4;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;3240;1;" ";343;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE 1 GRUPPO TRANCIANT";"E PER COD. 273";"T0000046";2018;5;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;3240;1;" ";343;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE 1 GRUPPO TRANCIANT";"PER COD. 270";"T0000046";2018;3;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;3240;1;" ";343;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE DI 1 TAVOLINO";" ";"T0000046";2018;6;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;540;1;" ";343;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE DI GRUPPO";"TRANCIANTE COD.268";"T0000046";2018;2;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;3240;1;" ";343;" ";" "
"OF/STAMPI/AL";"COSTRUZIONE PORTASTAMPO";"PER TRANC.GRUPPO 1";"T0000046";2018;1;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1;1;31/05/2018;4635;1;" ";343;" ";" "
"OF/STAMPI/AL";"STAMPO CORPO 230.0017G 23.0007";"PRESS.ALLUM";"T0000071";2017;1;8005033;"FACET SRL";"PZ";1;1;30/03/2018;49000;1;" ";17007731;" ";" "
"OF/STAMPI/AL";"STAMPO PRESSOF.ALLUMINIO";"1+1 FIG. ART. 757-758";"T0000048";2018;1;8005008;"FACE SPA";"PZ";1;1;04/08/2018;28200;1;" ";1800341;" ";" "
"OF/STMAN/AL";"MANUTENZIONE STRAORD. STAMPO";"COPERCHIO VALVOLE";"T0000037";2018;1;8003098;"IDROMECCANICA BERTOLINI SPA";"PZ";1;1;15/05/2018;3000;1;" ";"28_M_2018";" ";" "
"OF/STMAN/AL";"MODIFICA STAMPO ART. 313A +";"313B";"T0000026";2018;1;8004303;"CAME SPA";"PZ";1;1;30/03/2018;1600;1;" ";4520134150;" ";" "
"OF/STMAN/AL";"MODIFICA STAMPO CALOTTA";30300351;"T0000043";2018;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";1;1;15/06/2018;1300;1;" ";"S80173";03/05/2018;" "
"OF/STMAN/AL";"RIFACIMENTO SEDE CUSCINETTO";"COP. 30300400     A285150";"T0000011";2017;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";1;1;30/03/2017;350;1;" ";" ";" ";" "
"OF/STMAN/AL";"SISTEMAZIONE TASSELLO STAMPO";"3SL222.2";"T0000072";2017;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";1;1;15/12/2017;225;1;" ";"S70535";" ";" "
"OF/STMAN/PL";"MANUTENZIONE STRAORD.";"MODULO F80";"T0000047";2018;1;8003290;"LUISE WATER ENGINEERING S.R.L.";"PZ";1;1;16/05/2018;3000;1;" ";" ";" ";" "
"OF/STMAN/PL";"MODIFICA STAMPO ZM BOCCHETTONE";" ";"T0000057";2017;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";1;1;19/10/2017;5300;1;" ";"OSC815/17";29/09/2017;" "
"PROVA STAMPO PL";"COPERCHIO 119B576 IN RAL 7035";" ";"P0000279";2018;1;8004303;"CAME SPA";"PZ";10;10;04/05/2018;500;1;" ";4520138928;" ";" "
"X000111";"1/2 MAN.ROS.APRITI CROMO PT DX";" ";"X0000023";2003;12;9010663;"ANSAE BV";"PZ";20;20;31/01/2003;0;1;" ";"SAMPLES";" ";" "
"X074107";"1/2 MAN.ROS.SYNAI/CILIEGIO CRO";"MO SAT.PT DX ROS.HB/14";"X0000362";2003;25;8010179;"#NAME?";"PZ";1;1;20/05/2003;0;1;" ";" ";" ";" "
"ZZATTRAL";"ATTREZZAGGIO AL";" ";"A0000326";2018;3;8004628;"CIT S.R.L";"PZ";1;1;12/06/2018;600;1;" ";683;04/06/2018;" "
"ZZATTRAL";"COSTI ADATTAMENTO STAMPO";" ";"A0000717";2017;2;8004206;"FEBO STAMPI snc";"PZ";1;1;29/09/2017;0;1;" ";192017;" ";" "
"ZZATTRAL";"SPESE ATTREZZAGGIO PER";"SOTTO LOTTO";"A0000198";2018;2;8005063;"SETTIMA MECCANICA  SRL";"PZ";1;1;20/04/2018;300;1;" ";1048;05/04/2018;" "
"ZZATTRPL";"SPESE ATTREZZAGGIO";" ";"P0000121";2018;2;8004303;"CAME SPA";"PZ";1;1;02/03/2018;450;1;" ";4520132561;" ";" "
"ZZATTRPL";"SPESE ATTREZZAGGIO PER SOTTO";"LOTTO";"P0000779";2017;2;8004278;"MAZZER LUIGI S.P.A.";"PZ";1;1;25/01/2018;150;1;" ";12979;" ";" "
